id,name,serving_size,calories,total_fat,protein,carbohydrate
3626,"Nuts, toasted, dried (desiccated), coconut meat",100 g,592,47g,5.30 g,44.40 g
3627,"Fast foods, with crispy chicken fillet, biscuit",100 g,300,15g,11.93 g,30.56 g
3628,"POPEYES, Skin and Breading, Mild, Fried Chicken",100 g,433,32g,13.96 g,21.54 g
3629,"Pasta, cooked, corn and rice flour, gluten-free",100 g,179,1g,3.20 g,38.05 g
3630,"McDONALD'S, FILET-O-FISH (without tartar sauce)",100 g,243,7.6g,12.47 g,31.08 g
3631,"Soup, condensed, canned, bean with frankfurters",100 g,142,5.3g,7.60 g,16.75 g
3632,"Chicken, roasted, cooked, meat and skin, capons",100 g,229,12g,28.96 g,0.00 g
3633,"Tomato products, with salt added, puree, canned",100 g,38,0.2g,1.65 g,8.98 g
3634,"Lemon juice from concentrate, canned or bottled",100 g,17,0.1g,0.45 g,5.62 g
3635,"Potatoes, unprepared, plain, frozen, hash brown",100 g,82,0.6g,2.06 g,17.72 g
3636,"CAMPBELL'S CHUNKY Soups, Split Pea 'N' Ham Soup",100 g,78,1g,4.90 g,12.24 g
3637,"Babyfood, junior, vegetables and turkey, dinner",100 g,53,1.7g,1.72 g,7.55 g
3638,"Babyfood, strained, macaroni and cheese, dinner",100 g,67,2.1g,3.14 g,8.95 g
3639,"Babyfood, junior, applesauce with banana, fruit",100 g,66,0.1g,0.37 g,16.16 g
3640,"Nuts, creamed, dried (desiccated), coconut meat",100 g,684,69g,5.30 g,21.52 g
3641,"Cereals ready-to-eat, KASHI 7 Whole Grain Puffs",100 g,336,2.3g,13.00 g,78.60 g
3642,"Eggplant, without salt, drained, boiled, cooked",100 g,35,0.2g,0.83 g,8.73 g
3643,"KELLOGG'S, Pumpkin Spice, Waffles, EGGO Seasons",100 g,296,12g,5.50 g,41.40 g
3644,"KELLOGG'S, Original, Waffles, NUTRI-GRAIN, EGGO",100 g,239,8.3g,6.60 g,37.60 g
3645,"Babyfood, strained, bananas with tapioca, fruit",100 g,56,0.1g,0.40 g,15.30 g
3646,"Veal, braised, cooked, separable lean only, rib",100 g,218,7.8g,34.44 g,0.00 g
3647,"Veal, roasted, cooked, separable lean only, rib",100 g,177,7.4g,25.76 g,0.00 g
3648,"Purslane, without salt, drained, boiled, cooked",100 g,18,0.2g,1.49 g,3.55 g
3649,"Rennin, prepared with 2% milk, dry mix, vanilla",100 g,77,1.8g,3.06 g,12.34 g
3650,"Yogurt, DANNON OIKOS, strawberry, nonfat, Greek",100 g,84,0.2g,8.03 g,12.53 g
3651,"Cookies, chocolate cream covered biscuit sticks",100 g,447,23g,10.00 g,51.08 g
3652,"Crustaceans, raw, wild, mixed species, crayfish",100 g,77,1g,15.97 g,0.00 g
3653,"Squash, with salt, baked, cooked, acorn, winter",100 g,56,0.1g,1.12 g,14.58 g
3654,"KASHI Pesto Pasta Primavera, unprepared, frozen",100 g,101,3.8g,3.80 g,13.00 g
3655,"Candies, CRUNCH Bar and Dessert Topping, NESTLE",100 g,500,26g,5.00 g,67.00 g
3656,"Veal, raw, separable lean only, leg (top round)",100 g,107,1.8g,21.28 g,0.00 g
3657,"Beef, raw, brain, variety meats and by-products",100 g,143,10g,10.86 g,1.05 g
3658,"Squash, raw, crookneck and straightneck, summer",100 g,19,0.3g,1.01 g,3.88 g
3659,"Seeds, partially defatted, sunflower seed flour",100 g,326,1.6g,48.06 g,35.83 g
3660,"Seaweed, dry, Canadian Cultivated EMI-TSUNOMATA",100 g,259,1.4g,15.34 g,46.24 g
3661,"Cocoa mix, Rich Chocolate Hot Cocoa Mix, NESTLE",100 g,400,15g,3.00 g,75.00 g
3662,"Milk dessert bar, made from lowfat milk, frozen",100 g,147,1.5g,4.41 g,33.09 g
3663,"Fish, dry heat, cooked, mixed species, sturgeon",100 g,135,5.2g,20.70 g,0.00 g
3664,"Seeds, roasted and toasted, whole, sesame seeds",100 g,565,48g,16.96 g,25.74 g
3665,"Candies, DOVE Dark Chocolate, MARS SNACKFOOD US",100 g,520,32g,5.19 g,59.40 g
3666,"Candies, DOVE Milk Chocolate, MARS SNACKFOOD US",100 g,546,32g,5.94 g,59.78 g
3667,"Chicken, simmered, cooked, all classes, gizzard",100 g,154,2.7g,30.39 g,0.00 g
3668,"Parsnips, without salt, drained, boiled, cooked",100 g,71,0.3g,1.32 g,17.01 g
3669,"Beans, with pork and sweet sauce, canned, baked",100 g,105,0.9g,4.52 g,21.57 g
3670,"Babyfood, strained, vegetables and beef, dinner",100 g,77,3.6g,2.21 g,8.84 g
3671,"Turkey, raw, meat only, from whole bird, breast",100 g,114,1.5g,23.66 g,0.14 g
3672,"Turkey, raw, meat and skin, thigh, retail parts",100 g,161,9.2g,19.54 g,0.00 g
3673,"Margarine-like spread, SMART BEAT Smart Squeeze",100 g,47,2.1g,0.00 g,7.10 g
3674,"Snacks, all flavors, DIPPS, QUAKER, granola bar",100 g,480,20g,7.52 g,64.96 g
3675,"CAMPBELL'S Soup on the Go, Creamy Broccoli Soup",100 g,52,3.6g,0.66 g,4.26 g
3676,"CAMPBELL'S Soup on the Go, Chicken & Stars Soup",100 g,23,0.5g,0.98 g,3.28 g
3677,"Collards, without salt, drained, boiled, cooked",100 g,33,0.7g,2.71 g,5.65 g
3678,"Cereals, with salt, cooked with water, WHEATENA",100 g,59,0.5g,2.03 g,11.74 g
3679,"Babyfood, mixed fruit juice with low fat yogurt",100 g,76,0.8g,2.40 g,14.68 g
3680,"Peaches, solids and liquids, water pack, canned",100 g,24,0.1g,0.44 g,6.11 g
3681,"Peaches, solids and liquids, juice pack, canned",100 g,44,0g,0.63 g,11.57 g
3682,"Chicken, raw, meat and skin, broilers or fryers",100 g,215,15g,18.60 g,0.00 g
3683,"Cauliflower, with salt, drained, boiled, cooked",100 g,23,0.5g,1.84 g,4.11 g
3684,"Crackers, with whole wheat, standard snack-type",100 g,463,18g,7.29 g,68.37 g
3685,"Caribou, raw (Alaska Native), hind quarter meat",100 g,122,3.4g,22.63 g,0.00 g
3686,"Beets, solids and liquids, regular pack, canned",100 g,30,0.1g,0.73 g,7.14 g
3687,"Beverages, Fruit Medley, V8 SPLASH Juice Drinks",100 g,33,0g,0.00 g,7.82 g
3688,"Tomatoes, with green chilies, canned, ripe, red",100 g,15,0.1g,0.69 g,3.62 g
3689,"KEEBLER, Original Crackers, TOPPERS, TOWN HOUSE",100 g,483,21g,7.60 g,66.80 g
3690,"Chicken, raw, separable fat, broilers or fryers",100 g,629,68g,3.73 g,0.00 g
3691,"Blueberries, drained, heavy syrup, canned, wild",100 g,107,0.3g,0.56 g,28.32 g
3692,"Lamb, raw, lungs, variety meats and by-products",100 g,95,2.6g,16.70 g,0.00 g
3693,"Veal, raw, lungs, variety meats and by-products",100 g,90,2.3g,16.30 g,0.00 g
3694,"Veal, raw, liver, variety meats and by-products",100 g,140,4.9g,19.93 g,2.91 g
3695,"Cereals ready-to-eat, HONEY GRAHAM OH!S, QUAKER",100 g,412,7.6g,3.92 g,83.65 g
3696,"Plums, with added sugar, stewed, dried (prunes)",100 g,124,0.2g,1.09 g,32.88 g
3697,"Fish, dry heat, cooked, mixed species, seatrout",100 g,133,4.6g,21.46 g,0.00 g
3698,"Candies, SNICKERS Almond bar, MARS SNACKFOOD US",100 g,472,22g,5.40 g,64.67 g
3699,"Turkey, smoked, low fat, and beef sausage, pork",100 g,101,2.5g,8.00 g,11.54 g
3700,"Oil, 80% diglycerides, ENOVA, cooking and salad",100 g,884,100g,0.00 g,0.00 g
3701,"Goose, roasted, cooked, meat only, domesticated",100 g,238,13g,28.97 g,0.00 g
3702,"Beverages, KELLOGG'S SPECIAL K20 protein powder",100 g,380,0.6g,35.20 g,58.40 g
3703,"Lamb, raw, brain, variety meats and by-products",100 g,122,8.6g,10.40 g,0.00 g
3704,"Veal, raw, brain, variety meats and by-products",100 g,118,8.2g,10.32 g,0.00 g
3705,"McDONALD'S, NEWMAN'S OWN Creamy Caesar Dressing",100 g,319,32g,3.56 g,6.85 g
3706,"Peppers, solids and liquids, canned, red, sweet",100 g,18,0.3g,0.80 g,3.90 g
3707,"Fish, raw, flatfish (flounder and sole species)",100 g,70,1.9g,12.41 g,0.00 g
3708,"Beverages, Tropical Colada, V8 SPLASH Smoothies",100 g,41,0g,1.22 g,8.54 g
3709,"Egg custards, prepared with whole milk, dry mix",100 g,122,4g,3.99 g,17.60 g
3710,"Soup, reduced sodium, condensed, canned, tomato",100 g,65,0.6g,1.61 g,13.41 g
3711,"Cereals ready-to-eat, Wheat CHEX, GENERAL MILLS",100 g,345,1.8g,9.80 g,82.20 g
3712,"Steelhead trout, canned (Alaska Native), boiled",100 g,159,8.3g,21.11 g,0.00 g
3713,"Thuringer, pork, beef, summer sausage, cervelat",100 g,362,30g,17.45 g,3.33 g
3714,"Alcoholic beverage, higher alcohol, light, beer",100 g,46,0g,0.25 g,0.77 g
3715,"Beverages, bottled, cranberry-grape juice drink",100 g,56,0.1g,0.20 g,14.00 g
3716,"Cereals ready-to-eat, GOLDEN PUFFS, MALT-O-MEAL",100 g,370,0.9g,5.77 g,89.72 g
3717,"Chicken, stewed, cooked, meat and skin, stewing",100 g,285,19g,26.88 g,0.00 g
3718,"Elk, raw (Shoshone Bannock), ground, free range",100 g,97,1.8g,20.14 g,0.00 g
3719,"Alcoholic Beverage, Carignane, red, table, wine",100 g,74,0g,0.07 g,2.40 g
3720,"Alcoholic Beverage, Lemberger, red, table, wine",100 g,80,0g,0.07 g,2.46 g
3721,"Alcoholic Beverage, Zinfandel, red, table, wine",100 g,88,0g,0.07 g,2.86 g
3722,"SPAGHETTIOS, Spaghetti in Tomato & Cheese Sauce",100 g,80,0.6g,2.78 g,15.87 g
3723,"Sweeteners, brown, granulated, sugar substitute",100 g,347,0g,2.06 g,84.77 g
3724,"Beef, raw, ribs prepared, imported, New Zealand",100 g,146,6.8g,21.31 g,0.00 g
3725,"UDI'S, Classic French Dinner Rolls, Gluten Free",100 g,310,6.4g,7.99 g,55.10 g
3726,"Beef, raw, tripe, variety meats and by-products",100 g,85,3.7g,12.07 g,0.00 g
3727,"Oil, fully hydrogenated, cottonseed, industrial",100 g,884,100g,0.00 g,0.00 g
3728,"Waffle, microwave, ready-to-heat, frozen, plain",100 g,298,9.9g,6.71 g,45.41 g
3729,"KEEBLER, Chocolate Lovers Cookies, CHIPS DELUXE",100 g,508,27g,5.50 g,63.00 g
3730,"Babyfood, strained, apricot with tapioca, fruit",100 g,60,0g,0.30 g,16.30 g
3731,"ARCHWAY Home Style Cookies, Date Filled Oatmeal",100 g,400,12g,4.67 g,68.16 g
3732,"Sweet potato leaves, with salt, steamed, cooked",100 g,35,0.3g,2.18 g,7.38 g
3733,"PAPA JOHN'S 14"" The Works Pizza, Original Crust",100 g,240,10g,10.27 g,26.69 g
3734,"Beef, raw, heart, variety meats and by-products",100 g,112,3.9g,17.72 g,0.14 g
3735,"Beef, raw, liver, variety meats and by-products",100 g,135,3.6g,20.36 g,3.89 g
3736,"Noodles, with added salt, enriched, cooked, egg",100 g,138,2.1g,4.54 g,25.16 g
3737,"Mollusks, fried, cooked, mixed species, abalone",100 g,189,6.8g,19.63 g,11.05 g
3738,"Peas, with salt, drained, boiled, cooked, green",100 g,84,0.2g,5.36 g,15.63 g
3739,"CAMPBELL'S CHUNKY Soups, Manhattan Clam Chowder",100 g,52,1.4g,2.04 g,7.76 g
3740,"PAPA JOHN'S 14"" Pepperoni Pizza, Original Crust",100 g,275,12g,11.97 g,30.04 g
3741,"Waffles, toasted, ready -to-heat, frozen, plain",100 g,312,9.6g,7.19 g,49.29 g
3742,"Kohlrabi, without salt, drained, boiled, cooked",100 g,29,0.1g,1.80 g,6.69 g
3743,"Potatoes, no salt added, drained solids, canned",100 g,62,0.2g,1.40 g,13.60 g
3744,"Bread, pan de torta salvadoran, pound cake type",100 g,390,17g,7.06 g,51.29 g
3745,"Nuts, with salt added, dry roasted, cashew nuts",100 g,574,46g,15.31 g,32.69 g
3746,"Nuts, with salt added, oil roasted, cashew nuts",100 g,581,48g,16.84 g,30.16 g
3747,"Squash, canned, italian style, zucchini, summer",100 g,29,0.1g,1.03 g,6.85 g
3748,"Fish, fermented (Alaska Native), tipnuk, salmon",100 g,159,11g,15.90 g,0.00 g
3749,"Milk dessert, chocolate, milk-fat free, frozen",100 g,167,1g,4.30 g,37.70 g
3750,"Cake, dry mix, unenriched, white, pudding-type",100 g,423,9.5g,3.90 g,81.00 g
3751,"Chicken, stewed, meat only, broilers or fryers",100 g,177,6.7g,27.29 g,0.00 g
3752,"Nuts, without salt added, plain, almond butter",100 g,614,56g,20.96 g,18.82 g
3753,"Salad dressing, soybean, imitation, mayonnaise",100 g,232,19g,0.30 g,16.00 g
3754,"Fish, dry heat, cooked, farmed, rainbow, trout",100 g,168,7.4g,23.80 g,0.00 g
3755,"Cereals ready-to-eat, Corn CHEX, GENERAL MILLS",100 g,370,2.4g,6.40 g,85.00 g
3756,"Ice creams, vanilla, low carbohydrate, regular",100 g,216,13g,3.17 g,22.23 g
3757,"Chicken breast, sliced, fat-free, oven-roasted",100 g,79,0.4g,16.79 g,2.17 g
3758,"Soup, single brand, condensed, bean with bacon",100 g,117,2.1g,6.50 g,18.00 g
3759,"Fish, dry heat, cooked, fresh, yellowfin, tuna",100 g,130,0.6g,29.15 g,0.00 g
3760,"INTERSTATE BRANDS CORP, WONDER Hamburger Rolls",100 g,273,4.2g,8.07 g,50.84 g
3761,"Babyfood, strained, vegetables and ham, dinner",100 g,59,2.1g,2.19 g,7.80 g
3762,"Salad Dressing, reduced fat, coleslaw dressing",100 g,329,20g,0.00 g,40.00 g
3763,"Peach nectar, with added ascorbic acid, canned",100 g,54,0g,0.27 g,13.92 g
3764,"Beans, low sodium, canned, mature seeds, black",100 g,91,0.3g,6.03 g,16.55 g
3765,"Fish, dry heat, cooked, wild, Atlantic, salmon",100 g,182,8.1g,25.44 g,0.00 g
3766,"Syrups, reduced-calorie, pancake, table blends",100 g,165,0g,0.00 g,44.55 g
3767,"Fish, solids and liquid, canned, Atlantic, cod",100 g,105,0.9g,22.76 g,0.00 g
3768,"Alcoholic beverage, 80 proof, vodka, distilled",100 g,231,0g,0.00 g,0.00 g
3769,"Soup, condensed, low sodium, canned, vegetable",100 g,65,0.9g,2.20 g,12.11 g
3770,"Sauce, canned, mature red, chili, hot, peppers",100 g,21,0.6g,0.90 g,3.90 g
3771,"KASHI Pizza, unprepared, frozen, Mediterranean",100 g,231,7.5g,12.70 g,31.00 g
3772,"Turkey, simmered, cooked, all classes, gizzard",100 g,155,4.6g,26.45 g,0.00 g
3773,"Fish, dry heat, cooked, mixed species, grouper",100 g,118,1.3g,24.84 g,0.00 g
3774,"ARCHWAY Home Style Cookies, Sugar Free Oatmeal",100 g,442,21g,5.54 g,67.20 g
3775,"Chicken, raw, meat and skin, cornish game hens",100 g,200,14g,17.15 g,0.00 g
3776,"WENDY'S, with cheese, CLASSIC SINGLE Hamburger",100 g,221,12g,14.87 g,14.20 g
3777,"Candies, SNICKERS MUNCH bar, MARS SNACKFOOD US",100 g,536,36g,15.25 g,43.64 g
3778,"Sauce, CHA! BY TEXAS PETE, sriracha, hot chile",100 g,108,1g,2.02 g,22.73 g
3779,"McDONALD'S, Vanilla Reduced Fat Ice Cream Cone",100 g,162,4.9g,4.24 g,26.36 g
3780,"BURGER KING, CROISSAN'WICH with Egg and Cheese",100 g,283,16g,10.35 g,24.79 g
3781,"Candies, peanut butter, confectioner's coating",100 g,529,30g,18.30 g,46.88 g
3782,"Potatoes, home-prepared with butter, scalloped",100 g,88,3.7g,2.87 g,10.78 g
3783,"GEORGE WESTON BAKERIES, Thomas English Muffins",100 g,232,1.8g,8.00 g,46.00 g
3784,"Babyfood, junior, banana and strawberry, fruit",100 g,109,0.4g,0.71 g,25.78 g
3785,"Vegetable juice, DAILY GREENS, BOLTHOUSE FARMS",100 g,31,0g,0.49 g,8.13 g
3786,"Babyfood, strained, apple and blueberry, fruit",100 g,61,0.2g,0.20 g,16.30 g
3787,"Beverages, ready-to-drink, ENSURE PLUS, ABBOTT",100 g,141,4.5g,5.16 g,19.88 g
3788,"Dip, cheese and salsa- medium, salsa con queso",100 g,143,9.5g,3.14 g,11.14 g
3789,"KEEBLER, Original, Snack Sticks, CLUB Crackers",100 g,475,22g,6.00 g,65.00 g
3790,"Chicken, pan-fried, cooked, all classes, liver",100 g,172,6.4g,25.78 g,1.11 g
3791,"McDONALD'S, DOUBLE QUARTER POUNDER with Cheese",100 g,262,16g,16.96 g,14.43 g
3792,"KELLOGG'S, Low Fat, Waffles, NUTRI-GRAIN, EGGO",100 g,201,3.5g,6.50 g,39.00 g
3793,"Lemon juice from concentrate, CONCORD, bottled",100 g,24,0.1g,0.40 g,5.37 g
3794,"Corn, microwaved, frozen, whole kernel, yellow",100 g,131,1.4g,3.62 g,25.87 g
3795,"Soup, ready-to-serve, canned, chunky vegetable",100 g,39,0.4g,1.14 g,7.90 g
3796,"Pumpkin, without salt, drained, boiled, cooked",100 g,20,0.1g,0.72 g,4.90 g
3797,"Alcoholic Beverage, Burgundy, red, table, wine",100 g,86,0g,0.07 g,3.69 g
3798,"Alcoholic Beverage, Mouvedre, red, table, wine",100 g,88,0g,0.07 g,2.64 g
3799,"Beef, raw, suet, variety meats and by-products",100 g,854,94g,1.50 g,0.00 g
3800,"Sesbania flower, without salt, steamed, cooked",100 g,22,0.1g,1.14 g,5.23 g
3801,"Nuts, without salt added, oil roasted, almonds",100 g,607,55g,21.23 g,17.68 g
3802,"Nuts, without salt added, dry roasted, almonds",100 g,598,53g,20.96 g,21.01 g
3803,"Beverages, powder, chocolate, malted drink mix",100 g,411,4.8g,5.10 g,86.94 g
3804,"Cereals ready-to-eat, Crispy Rice, MALT-O-MEAL",100 g,346,1.1g,6.07 g,86.40 g
3805,"Milk, reduced fat, cultured, fluid, buttermilk",100 g,56,2g,4.10 g,5.30 g
3806,"Soybeans, no salt added, roasted, mature seeds",100 g,469,25g,38.55 g,30.22 g
3807,"Beef, broiled, cooked, frozen, patties, ground",100 g,295,22g,23.05 g,0.00 g
3808,"Yogurt parfait, with fruit and granola, lowfat",100 g,84,1g,3.36 g,15.86 g
3809,"Carrots, without salt, drained, boiled, cooked",100 g,35,0.2g,0.76 g,8.22 g
3810,"Cardoon, without salt, drained, boiled, cooked",100 g,22,0.1g,0.76 g,5.33 g
3811,"Fish, dry heat, cooked, mixed species, snapper",100 g,128,1.7g,26.30 g,0.00 g
3812,"Seeds, partially defatted, safflower seed meal",100 g,342,2.4g,35.62 g,48.73 g
3813,"Pie Crust, Ready Crust, Chocolate, Cookie-type",100 g,484,22g,6.08 g,64.48 g
3814,"Frozen novelties, juice with cream, juice type",100 g,115,1.4g,1.41 g,24.11 g
3815,"Cereals ready-to-eat, Rice CHEX, GENERAL MILLS",100 g,375,1.9g,6.40 g,85.09 g
3816,"CAMPBELL'S Soup on the Go, Classic Tomato Soup",100 g,46,0.2g,0.98 g,10.16 g
3817,"Rice mix, unprepared, flavored, white and wild",100 g,355,0.9g,10.53 g,76.14 g
3818,"Tomato products, with mushrooms, sauce, canned",100 g,35,0.1g,1.45 g,8.43 g
3819,"Caribou, half dried (Alaska Native), rump meat",100 g,255,5.2g,52.06 g,0.00 g
3820,"Fish, total can contents, canned, pink, salmon",100 g,129,5g,19.68 g,0.00 g
3821,"Beverages, Berry Blend, V8 SPLASH Juice Drinks",100 g,29,0g,0.00 g,7.41 g
3822,"Beverages, Mango Peach, V8 SPLASH Juice Drinks",100 g,33,0g,0.00 g,8.23 g
3823,"Doughnuts, sugared or glazed, plain, cake-type",100 g,426,23g,5.20 g,50.80 g
3824,"Cereals ready-to-eat, Apple ZINGS, MALT-O-MEAL",100 g,390,2.7g,4.51 g,87.30 g
3825,"Fish, dry heat, cooked, wild, channel, catfish",100 g,105,2.9g,18.47 g,0.00 g
3826,"Cereals ready-to-eat, Christmas Crunch, QUAKER",100 g,397,4.8g,4.44 g,85.92 g
3827,"Oopah (tunicate), whole animal (Alaska Native)",100 g,67,2.2g,11.70 g,0.00 g
3828,"Sausage, smoked, skinless, pork, beef, chicken",100 g,216,14g,13.60 g,8.10 g
3829,"Bratwurst, smoked, lite, beef and turkey, pork",100 g,186,14g,14.45 g,1.62 g
3830,"Crackers, with cheese filling, sandwich, wheat",100 g,497,25g,9.80 g,58.20 g
3831,"Guava nectar, with added ascorbic acid, canned",100 g,63,0.1g,0.09 g,16.25 g
3832,"Babyfood, strained, apples and chicken, dinner",100 g,65,1.4g,2.16 g,10.88 g
3833,"Babyfood, junior, broccoli and chicken, dinner",100 g,62,2.5g,3.59 g,6.34 g
3834,"Nuts, without salt added, plain, cashew butter",100 g,587,49g,17.56 g,27.57 g
3835,"MORNINGSTAR FARMS Corn Dog, unprepared, frozen",100 g,208,3.5g,11.20 g,36.00 g
3836,"Duck, roasted, cooked, meat only, domesticated",100 g,201,11g,23.48 g,0.00 g
3837,"Frankfurter, grilled, cooked, meat and poultry",100 g,302,26g,10.67 g,5.24 g
3838,"KASHI, Roasted Garlic, H2H Woven Wheat Cracker",100 g,440,12g,10.50 g,73.20 g
3839,"Prairie Turnips, raw (Northern Plains Indians)",100 g,156,0.4g,2.62 g,35.67 g
3840,"Seasoning mix, coriander & annatto, sazon, dry",100 g,0,0g,0.00 g,0.00 g
3841,"Babyfood, strained, vegetables chicken, dinner",100 g,59,1.7g,2.47 g,8.42 g
3842,"Cereals ready-to-eat, Honey KIX, GENERAL MILLS",100 g,364,3.9g,6.40 g,83.00 g
3843,"Turkey, raw, (light and dark), skin from whole",100 g,407,39g,12.96 g,0.16 g
3844,"Cereals ready-to-eat, BOO BERRY, GENERAL MILLS",100 g,386,4.3g,5.50 g,85.40 g
3845,"Gelatin desserts, prepared with water, dry mix",100 g,62,0g,1.22 g,14.19 g
3846,"Cereals ready-to-eat, CORN BURSTS, MALT-O-MEAL",100 g,385,0.4g,3.32 g,90.59 g
3847,"Ice creams, All Natural Light Vanilla, BREYERS",100 g,162,4.6g,4.84 g,25.30 g
3848,"Cereals ready-to-eat, KELLOGG'S CINNAMON JACKS",100 g,397,7.8g,5.90 g,83.00 g
3849,"T.G.I. FRIDAY'S, classic sirloin steak (10 oz)",100 g,196,7.8g,31.02 g,0.47 g
3850,"Syrups, and sugar, refiner, corn, table blends",100 g,319,0g,0.00 g,83.90 g
3851,"Pasta, as purchased, plain, fresh-refrigerated",100 g,288,2.3g,11.31 g,54.73 g
3852,"Cheese, low fat, American, pasteurized process",100 g,180,7g,24.60 g,3.50 g
3853,"MOTHER'S, Old Fashioned Chocolate Chip Cookies",100 g,500,24g,5.40 g,66.00 g
3854,"Candies, crispy bar with peanut butter filling",100 g,542,31g,9.53 g,55.53 g
3855,"KELLOGG'S, Buttermilk, FIBERPLUS Waffles, EGGO",100 g,227,7.9g,4.70 g,41.80 g
3856,"Pancakes, prepared, incomplete, dry mix, plain",100 g,218,7.7g,7.80 g,28.90 g
3857,"Babyfood, strained, pears and pineapple, fruit",100 g,41,0.1g,0.30 g,10.90 g
3858,"Babyfood, strained, apple and raspberry, fruit",100 g,58,0.2g,0.20 g,15.60 g
3859,"Egg, glucose reduced, stabilized, dried, whole",100 g,615,44g,48.17 g,2.38 g
3860,"Pork, raw or unheated, breakfast strips, cured",100 g,388,37g,11.74 g,0.70 g
3861,"CAMPBELL'S CHUNKY Soups, Savory Pot Roast Soup",100 g,49,0.4g,2.86 g,8.16 g
3862,"CAMPBELL'S CHUNKY Soups, Savory Vegetable Soup",100 g,44,0.4g,1.22 g,8.98 g
3863,"Cereals ready-to-eat, fortified, puffed, wheat",100 g,364,1.2g,14.70 g,79.60 g
3864,"OLIVE GARDEN, chicken parmigiana without pasta",100 g,211,11g,15.33 g,12.28 g
3865,"Puddings, with no added salt, dry mix, tapioca",100 g,369,0.1g,0.10 g,94.30 g
3866,"Beverages, lemon, ready-to-drink, tea, ARIZONA",100 g,39,0g,0.00 g,9.77 g
3867,"Chicken, pan-browned, cooked, crumbles, ground",100 g,189,11g,23.28 g,0.00 g
3868,"Milk, with added vitamin A, evaporated, canned",100 g,134,7.6g,6.81 g,10.04 g
3869,"Seeds, roasted (glandless), cottonseed kernels",100 g,506,36g,32.59 g,21.90 g
3870,"Beef, raw or unheated, breakfast strips, cured",100 g,406,39g,12.50 g,0.70 g
3871,"Salsify, without salt, drained, boiled, cooked",100 g,68,0.2g,2.73 g,15.36 g
3872,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",100 g,47,1.3g,3.41 g,5.41 g
3873,"CAMPBELL'S CHUNKY Soups, Steak 'N' Potato Soup",100 g,49,0.8g,3.27 g,7.35 g
3874,"Soy protein concentrate, produced by acid wash",100 g,328,0.5g,63.63 g,25.41 g
3875,"Tofu, prepared with calcium sulfate, firm, raw",100 g,144,8.7g,17.27 g,2.78 g
3876,"Babyfood, butternut squash and corn, vegetable",100 g,50,0.6g,2.00 g,9.26 g
3877,"Sweet potato, with salt, baked, cooked, frozen",100 g,100,0.1g,1.71 g,23.40 g
3878,"Turkey, raw, meat only, from whole bird, thigh",100 g,108,2.5g,21.28 g,0.15 g
3879,"Spinach, without salt, drained, boiled, cooked",100 g,23,0.3g,2.97 g,3.75 g
3880,"Puddings, prepared with 2% milk, dry mix, rice",100 g,111,1.6g,3.29 g,20.81 g
3881,"Alcoholic beverage, Muscat, white, table, wine",100 g,82,0g,0.07 g,5.23 g
